,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6824835941443715,0.688141942027525
1,2010.0,0.6790123456790124,0.6825092322873665
2,2011.0,0.6721100917431193,0.6773319409644454
3,2012.0,0.6618521665250637,0.6665840165115986
4,2013.0,0.6802047781569965,0.6852187485084359
5,2014.0,0.6624784853700516,0.6684198404809814
6,2015.0,0.6525837401110924,0.6566572773413398
7,2016.0,0.6662832730857706,0.6705808192711288
8,2017.0,0.6551181102362205,0.6607407748888479
9,2018.0,0.6679320019805248,0.6732554203307067
10,2019.0,0.6432070542129327,0.6512098847745673
