,Player,Rank
0,Alex Cobb,-0.00014954030087456713
1,Anibal Sanchez,0.7108139192844534
2,Homer Bailey,3.401735202609888
3,Masahiro Tanaka,-0.22467445482116213
4,Oliver Drake,1.06310580017252
5,Ryne Stanek,3.107197632953348
6,Tyler Clippard,-0.22996920821943484
7,Yonny Chirinos,2.2074403984376545
8,Blake Parker,0.6755531806934859
9,David Bednar,2.681742744432887
10,Erick Fedde,-0.6863364314005476
11,Frankie Montas,3.010220724605945
12,Hector Neris,0.8565042369735276
13,Jake Faria,-0.08868147108833403
14,Jake Odorizzi,0.12953814936295566
15,Jeff Samardzija,0.7957315777040038
16,Junior Guerra,2.1982516630058546
17,Kevin Gausman,3.0263792352585037
18,Kirby Yates,2.9856980779325037
19,Luis Garcia,0.9138067070707816
20,Luis Perdomo,-0.8861981781174898
21,Mark Melancon,-1.9601977453185133
22,Matt Bowman,-0.6865581075420611
23,Matt Shoemaker,3.4010492381267095
24,Robert Stephenson,-0.06278199754558093
25,Tony Gonsolin,1.1190987517966497
26,Touki Toussaint,1.6677069596376684
27,Trent Thornton,1.0053948601525462
28,Tyler Mahle,0.39113511079634633
29,Wilmer Font,-0.3693213731337684
30,Yoshihisa Hirano,1.9428606835184659
31,Yu Darvish,0.46880437959183424
32,Anthony Bass,-1.8377715868033289
33,Tony Sipp,0.675504433161264
34,Zac Grotz,1.3564539275918022
35,Jeurys Familia,-0.1984206166558461
36,Pedro Strop,-0.3715056846855385
37,Sean Doolittle,2.940402275656816
38,Zack Wheeler,5.501742974307443
39,Nathan Eovaldi,0.23093715626297345
40,James Norwood,0.13023776800850592
41,Jeremy Jeffress,2.0090631680498245
42,Nick Tropeano,0.8426033727460831
